EventType,Timestamp,DeviceID,User  ID,Details,Value
8112,ОшибкаСети,2023-10-15 17:05:39,Банкомат17,Пользователь27,Ошибка сети в Банкомат17,Потеря пакетов
8113,ЗагрузкаПроцессораВысокая,2023-10-15 17:08:12,Банкомат65,Пользователь59,Высокая загрузка процессора в Банкомат65,95
8114,ВходПользователя,2023-10-15 17:08:48,Банкомат91,Пользователь19,Пользователь Пользователь19 вошел в систему в Банкомат91,
8115,ВходПользователя,2023-10-15 17:11:24,Банкомат21,Пользователь37,Пользователь Пользователь37 вошел в систему в Банкомат21,
8116,ПроверкаОбновлений,2023-10-15 17:14:30,Банкомат36,Пользователь74,Проверка обновлений в Банкомат36,Обновления доступны
8117,ВходПользователя,2023-10-15 17:15:29,Банкомат11,Пользователь57,Пользователь Пользователь57 вошел в систему в Банкомат11,
8118,ОшибкаКарт,2023-10-15 17:17:37,Банкомат17,Пользователь55,Ошибка при считывании карты в Банкомат17,Карта не распознана
8119,ОтказВОбслуживании,2023-10-15 17:21:01,Банкомат60,Пользователь43,Отказ в обслуживании в Банкомат60,Техническая ошибка
8120,ПроверкаОбновлений,2023-10-15 17:24:48,Банкомат72,Пользователь51,Проверка обновлений в Банкомат72,Обновления отсутствуют
8121,ВходПользователя,2023-10-15 17:27:42,Банкомат51,Пользователь74,Пользователь Пользователь74 вошел в систему в Банкомат51,
8122,ОбслуживаниеТребуется,2023-10-15 17:29:00,Банкомат68,Пользователь15,Требуется обслуживание Банкомат68,Техническое
8123,ПроверкаБаланс,2023-10-15 17:30:34,Банкомат35,Пользователь47,Проверка баланса пользователем Пользователь47 в Банкомат35,42
8124,ПроверкаЖесткогоДиска,2023-10-15 17:34:29,Банкомат32,Пользователь60,Проверка жесткого диска в Банкомат32,47
8125,СостояниеУстройстваИзменено,2023-10-15 17:37:55,Банкомат90,Пользователь40,Состояние устройства Банкомат90 изменилось,Открыто
8126,ЗавершениеТранзакции,2023-10-15 17:39:17,Банкомат78,Пользователь96,Транзакция завершена в Банкомат78,Успешно
